parcel_id,twi,hand,twi_n,hand_n
6329648,6.821,2.154,0.1258,0.3240
6329656,6.994,2.098,0.1476,0.3155
6329664,6.552,2.097,0.0919,0.3154
6329672,6.631,2.056,0.1019,0.3092
6329681,8.307,1.941,0.3130,0.2920
6329699,7.910,1.996,0.2629,0.3002
6329702,7.104,2.070,0.1615,0.3114
6329711,9.174,1.950,0.4222,0.2932
6329729,9.465,1.911,0.4589,0.2874
6329737,11.574,1.867,0.7245,0.2808
6329745,11.944,1.862,0.7711,0.2800
6329753,11.629,1.862,0.7314,0.2800
6329761,10.840,1.862,0.6321,0.2800
6329770,9.041,1.875,0.4054,0.2820
6329796,8.792,2.197,0.3740,0.3305
6330000,11.772,0.110,0.7494,0.0165
6330018,8.270,0.069,0.3083,0.0104
6330093,9.721,2.271,0.4911,0.3416
6330948,13.032,0.000,0.9082,0.0000
6330956,12.637,0.000,0.8584,0.0000
6330964,12.671,0.000,0.8626,0.0000
6330972,12.808,0.000,0.8800,0.0000
6330981,12.878,0.000,0.8888,0.0000
6330999,13.237,0.000,0.9340,0.0000
6331006,13.276,0.000,0.9389,0.0000
6331014,13.295,0.000,0.9413,0.0000
6331022,13.331,0.000,0.9458,0.0000
6331031,13.348,0.000,0.9480,0.0000
6331049,13.366,0.000,0.9502,0.0000
6331057,13.085,0.000,0.9149,0.0000
6331065,13.106,0.000,0.9174,0.0000
6331073,13.126,0.000,0.9200,0.0000
6331081,13.146,0.000,0.9225,0.0000
6331090,13.462,0.000,0.9624,0.0000
6331103,13.203,0.000,0.9297,0.0000
6331111,13.221,0.000,0.9320,0.0000
6331120,13.239,0.000,0.9342,0.0000
6331138,13.536,0.000,0.9716,0.0000
6331146,13.298,0.000,0.9416,0.0000
6331154,13.252,0.000,0.9359,0.0000
6331162,13.194,0.000,0.9286,0.0000
6331171,13.144,0.000,0.9223,0.0000
6331189,13.314,0.000,0.9436,0.0000
6331197,13.208,0.000,0.9304,0.0000
6331201,13.189,0.000,0.9280,0.0000
6331227,13.170,0.000,0.9256,0.0000
6331235,6.902,0.337,0.1360,0.0507
6331243,13.032,0.000,0.9082,0.0000
6331251,12.974,0.000,0.9008,0.0000
6331260,12.950,0.000,0.8979,0.0000
6331278,12.926,0.000,0.8948,0.0000
6331286,12.901,0.000,0.8917,0.0000
6331294,12.892,0.000,0.8905,0.0000
6331308,12.866,0.000,0.8873,0.0000
6331316,12.801,0.000,0.8791,0.0000
6331324,12.773,0.000,0.8756,0.0000
6331359,12.901,0.000,0.8917,0.0000
6331367,13.000,0.000,0.9041,0.0000
6331391,7.537,0.499,0.2160,0.0751
6331430,12.624,0.114,0.8568,0.0172
6331448,8.641,0.453,0.3550,0.0681
6331472,9.872,1.929,0.5101,0.2901
6331511,11.299,0.000,0.6899,0.0000
6331529,12.430,0.000,0.8324,0.0000
6331537,13.257,0.000,0.9365,0.0000
6331545,13.292,0.000,0.9409,0.0000
6331553,13.265,0.000,0.9376,0.0000
6331561,13.299,0.000,0.9419,0.0000
6331570,13.316,0.000,0.9440,0.0000
6331588,12.383,0.000,0.8264,0.0000
6331596,12.293,0.000,0.8151,0.0000
6331600,12.194,0.000,0.8026,0.0000
6331618,12.140,0.000,0.7958,0.0000
6331626,11.746,0.000,0.7462,0.0000
6331634,11.572,0.000,0.7243,0.0000
6331642,11.635,0.000,0.7322,0.0000
6331651,11.532,0.000,0.7192,0.0000
6331669,10.952,0.000,0.6462,0.0000
6331677,8.776,0.059,0.3721,0.0089
6331685,6.895,0.679,0.1351,0.1022
6331693,6.031,2.368,0.0263,0.3562
6331707,10.491,0.000,0.5881,0.0000
6331715,10.915,0.000,0.6414,0.0000
6331723,11.239,0.000,0.6823,0.0000
6331731,11.565,0.000,0.7234,0.0000
6331740,11.880,0.000,0.7630,0.0000
6331758,12.283,0.000,0.8138,0.0000
6331766,13.001,0.000,0.9043,0.0000
6331774,12.687,0.000,0.8647,0.0000
6331782,12.039,0.000,0.7831,0.0000
6331791,11.900,0.000,0.7656,0.0000
6331804,11.833,0.000,0.7571,0.0000
6331812,11.677,0.000,0.7375,0.0000
6331821,11.324,0.000,0.6930,0.0000
6331839,12.958,0.000,0.8988,0.0000
6331847,12.876,0.000,0.8886,0.0000
6331855,12.694,0.000,0.8656,0.0000
6331863,6.471,0.357,0.0818,0.0537
6331871,7.018,0.244,0.1506,0.0366
6331880,6.519,0.466,0.0877,0.0700
6331898,6.152,0.598,0.0415,0.0899
6331901,5.963,0.884,0.0177,0.1329
6331910,5.950,1.119,0.0160,0.1683
6331928,6.030,1.006,0.0262,0.1513
6331936,5.822,1.785,0.0000,0.2684
6331944,6.093,2.190,0.0341,0.3294
6331952,5.593,1.195,0.0000,0.1797
6331961,6.349,0.677,0.0663,0.1018
6331979,9.521,0.326,0.4659,0.0491
6331987,9.790,0.152,0.4998,0.0229
6331995,6.245,0.883,0.0532,0.1329
6332002,6.602,1.410,0.0982,0.2121
6332011,6.852,1.638,0.1297,0.2464
6332029,7.336,3.876,0.1907,0.5830
6332037,6.742,4.241,0.1158,0.6378
6332045,6.327,4.415,0.0635,0.6640
6332053,5.579,2.330,0.0000,0.3505
6332061,5.698,2.036,0.0000,0.3062
6332070,5.749,1.094,0.0000,0.1646
6332088,6.935,0.820,0.1401,0.1233
6332096,6.924,0.757,0.1388,0.1139
6332100,7.749,0.281,0.2427,0.0422
6332118,6.955,0.305,0.1427,0.0458
6332126,7.450,0.359,0.2050,0.0540
6332134,7.190,0.435,0.1723,0.0654
6332142,7.582,0.296,0.2217,0.0445
6332151,9.072,0.216,0.4094,0.0325
6332169,11.237,0.036,0.6821,0.0053
6332177,9.506,0.088,0.4641,0.0132
6332185,10.818,0.000,0.6293,0.0000
6332193,13.752,0.000,0.9988,0.0000
6332207,12.920,0.000,0.8941,0.0000
6332215,13.024,0.000,0.9072,0.0000
6332223,13.868,0.000,1.0000,0.0000
6332231,13.154,0.000,0.9235,0.0000
6332240,11.742,0.000,0.7457,0.0000
6332258,11.545,0.000,0.7209,0.0000
6332266,11.616,0.000,0.7298,0.0000
6332274,11.472,0.000,0.7117,0.0000
6332282,11.357,0.000,0.6972,0.0000
6332291,11.168,0.000,0.6733,0.0000
6332304,11.312,0.000,0.6915,0.0000
6332312,11.490,0.000,0.7140,0.0000
6332321,11.788,0.000,0.7515,0.0000
6332339,12.031,0.000,0.7821,0.0000
6332347,12.104,0.000,0.7913,0.0000
6332355,12.106,0.000,0.7915,0.0000
6332363,12.004,0.000,0.7787,0.0000
6332371,12.078,0.000,0.7880,0.0000
6332380,12.227,0.000,0.8068,0.0000
6332398,13.918,0.000,1.0000,0.0000
6332401,12.905,0.000,0.8921,0.0000
6332410,13.502,0.000,0.9674,0.0000
6332428,12.273,0.000,0.8126,0.0000
6332436,12.370,0.000,0.8248,0.0000
6332444,12.501,0.000,0.8412,0.0000
6332452,12.584,0.000,0.8518,0.0000
6332461,12.670,0.000,0.8625,0.0000
6332479,12.712,0.000,0.8679,0.0000
6332487,13.195,0.000,0.9287,0.0000
6332495,13.346,0.000,0.9477,0.0000
6332509,13.244,0.000,0.9349,0.0000
6332517,12.995,0.000,0.9036,0.0000
6332525,12.475,0.000,0.8380,0.0000
6332533,12.497,0.000,0.8408,0.0000
6332541,12.421,0.000,0.8312,0.0000
6332550,12.264,0.000,0.8114,0.0000
6332568,12.075,0.000,0.7876,0.0000
6332576,13.367,0.000,0.9504,0.0000
6332584,13.282,0.000,0.9396,0.0000
6332592,13.193,0.000,0.9285,0.0000
6332606,11.798,0.000,0.7527,0.0000
6332614,12.033,0.000,0.7823,0.0000
6332622,12.111,0.000,0.7922,0.0000
6332631,12.193,0.000,0.8025,0.0000
6332649,12.263,0.000,0.8112,0.0000
6332657,12.937,0.000,0.8962,0.0000
6332665,13.136,0.000,0.9212,0.0000
6332673,12.539,0.000,0.8460,0.0000
6332681,12.228,0.000,0.8069,0.0000
6332690,12.156,0.000,0.7978,0.0000
6332703,12.080,0.000,0.7882,0.0000
6332711,11.964,0.000,0.7737,0.0000
6332720,11.926,0.000,0.7689,0.0000
6332738,11.991,0.000,0.7770,0.0000
6332746,12.108,0.000,0.7917,0.0000
6332754,12.159,0.000,0.7982,0.0000
6332762,12.259,0.000,0.8108,0.0000
6332771,12.394,0.000,0.8278,0.0000
6332789,12.433,0.000,0.8327,0.0000
6332797,12.510,0.000,0.8424,0.0000
6332801,12.582,0.000,0.8515,0.0000
6332827,12.674,0.000,0.8631,0.0000
6332843,9.070,0.981,0.4091,0.1475
6332851,10.935,0.017,0.6440,0.0025
6332860,7.226,4.596,0.1768,0.6912
6332886,9.611,3.037,0.4773,0.4568
6332894,11.378,0.010,0.6999,0.0015
6332916,7.593,0.508,0.2230,0.0764
6332991,6.192,0.628,0.0466,0.0945
6333009,7.047,0.976,0.1543,0.1468
6333017,7.294,1.218,0.1854,0.1832
6333025,6.917,1.412,0.1378,0.2123
6333033,6.716,1.177,0.1125,0.1770
6333041,6.482,0.911,0.0830,0.1371
6333050,6.759,0.874,0.1180,0.1314
6333068,6.826,0.568,0.1265,0.0854
6333076,9.147,0.152,0.4188,0.0228
6333084,7.549,0.393,0.2175,0.0591
6333092,7.221,0.438,0.1762,0.0659
6333106,6.999,0.521,0.1483,0.0783
6333114,6.988,0.565,0.1469,0.0850
6333122,6.672,0.783,0.1070,0.1178
6333131,6.356,0.768,0.0672,0.1155
6333149,8.455,0.327,0.3316,0.0491
6333157,8.887,0.173,0.3861,0.0260
6333165,10.134,0.048,0.5431,0.0072
6333173,12.155,0.008,0.7977,0.0012
6333181,12.663,0.000,0.8617,0.0000
6333190,11.439,0.000,0.7075,0.0000
6333203,11.508,0.000,0.7163,0.0000
6333211,11.517,0.000,0.7173,0.0000
6333220,12.573,0.000,0.8503,0.0000
6333238,11.709,0.000,0.7416,0.0000
6333246,5.873,0.673,0.0064,0.1012
6333254,6.485,0.847,0.0835,0.1274
6333262,8.135,0.371,0.2913,0.0557
6333271,8.113,0.391,0.2886,0.0588
6333289,8.031,0.439,0.2781,0.0660
6333297,6.697,0.515,0.1102,0.0775
6333301,6.602,0.499,0.0983,0.0750
6333319,11.315,0.011,0.6919,0.0016
6333327,13.444,0.000,0.9601,0.0000
6333335,8.285,0.073,0.3102,0.0109
6333343,8.451,0.099,0.3311,0.0149
6333351,7.135,0.363,0.1654,0.0547
6333360,7.884,0.351,0.2597,0.0527
6333378,7.136,0.538,0.1655,0.0809
6333386,7.560,0.401,0.2189,0.0603
6333394,7.093,2.059,0.1600,0.3096
6333408,6.359,2.897,0.0676,0.4357
6333416,5.876,1.671,0.0067,0.2513
6333424,7.417,1.158,0.2009,0.1741
6333432,8.252,1.265,0.3060,0.1902
6333441,6.505,1.454,0.0860,0.2186
6333459,6.671,2.774,0.1069,0.4172
6333467,6.766,1.392,0.1188,0.2094
6333475,6.313,1.573,0.0618,0.2366
6333483,5.976,1.565,0.0193,0.2353
6333491,6.275,1.842,0.0570,0.2770
6333505,6.735,1.878,0.1150,0.2824
6333513,6.577,1.774,0.0951,0.2668
6333521,6.154,1.480,0.0417,0.2226
6333530,6.254,2.058,0.0544,0.3096
6333548,5.842,1.703,0.0024,0.2562
6333556,5.965,1.949,0.0180,0.2932
6333564,6.383,2.158,0.0706,0.3246
6333572,6.451,1.370,0.0791,0.2060
6333581,8.011,1.190,0.2756,0.1789
6333599,7.811,1.227,0.2505,0.1845
6333602,7.557,1.167,0.2185,0.1756
6333611,6.802,1.252,0.1234,0.1883
6333629,6.770,0.960,0.1194,0.1444
6333637,7.257,0.564,0.1807,0.0848
6333645,7.323,0.321,0.1891,0.0482
6333653,9.509,0.117,0.4643,0.0176
6333661,6.883,1.083,0.1336,0.1630
6333670,6.432,1.049,0.0768,0.1578
6333688,7.584,0.608,0.2219,0.0915
6333696,7.943,0.431,0.2671,0.0649
6333700,8.077,0.343,0.2840,0.0515
6333718,7.521,0.536,0.2140,0.0806
6333726,8.244,0.400,0.3050,0.0602
6333734,8.195,0.506,0.2989,0.0761
6333742,7.640,0.675,0.2290,0.1015
6333751,7.397,0.617,0.1984,0.0928
6333769,7.349,0.951,0.1922,0.1430
6333777,7.036,0.942,0.1529,0.1417
6333785,6.640,1.295,0.1030,0.1947
6333793,7.211,1.843,0.1749,0.2772
6333807,7.953,1.627,0.2684,0.2447
6333815,7.107,1.169,0.1618,0.1757
6333823,7.670,1.642,0.2327,0.2469
6333831,7.076,1.301,0.1580,0.1957
6333840,7.574,1.619,0.2206,0.2436
6333858,7.033,1.163,0.1525,0.1749
6333866,6.482,1.510,0.0830,0.2270
6333874,6.131,1.349,0.0389,0.2029
6333882,9.058,1.495,0.4076,0.2248
6333891,10.406,0.407,0.5774,0.0612
6333904,7.041,1.003,0.1535,0.1509
6333912,6.056,1.456,0.0295,0.2190
6333921,6.328,2.989,0.0637,0.4495
6333939,6.690,2.312,0.1093,0.3478
6333947,7.057,2.013,0.1555,0.3028
6333955,7.151,1.899,0.1674,0.2856
6333963,6.475,1.908,0.0822,0.2870
6333971,7.534,1.761,0.2156,0.2648
6333980,7.242,1.923,0.1788,0.2892
6333998,6.951,2.018,0.1422,0.3035
6334005,6.446,2.078,0.0785,0.3125
6334013,5.801,1.998,0.0000,0.3005
6334021,5.940,2.194,0.0148,0.3300
6334030,6.244,1.818,0.0531,0.2734
6334048,6.397,1.674,0.0724,0.2517
6334056,7.194,1.455,0.1728,0.2189
6334064,9.739,0.042,0.4934,0.0063
6334072,11.131,0.000,0.6687,0.0000
6334081,12.669,0.000,0.8624,0.0000
6334099,11.604,0.000,0.7283,0.0000
6334102,9.870,0.000,0.5098,0.0000
6334111,7.877,0.118,0.2589,0.0178
6334129,7.430,0.191,0.2026,0.0288
6334137,8.021,0.272,0.2770,0.0410
6334145,8.922,0.342,0.3905,0.0514
6334153,7.685,0.493,0.2347,0.0741
6334161,6.105,0.937,0.0356,0.1410
6334170,6.010,1.147,0.0236,0.1725
6334188,6.228,1.406,0.0511,0.2115
6334196,6.464,1.469,0.0808,0.2209
6334200,7.039,1.431,0.1533,0.2153
6334218,7.392,0.752,0.1978,0.1131
6334226,7.350,0.573,0.1924,0.0861
6334234,7.446,0.409,0.2046,0.0615
6334242,7.397,0.372,0.1983,0.0560
6334251,7.348,0.283,0.1922,0.0426
6334269,9.237,0.238,0.4301,0.0358
6334277,10.361,0.216,0.5717,0.0325
6334285,9.616,0.289,0.4779,0.0435
6334293,7.129,0.538,0.1646,0.0809
6334307,6.897,0.789,0.1354,0.1187
6334315,6.931,0.840,0.1396,0.1263
6334323,6.371,1.244,0.0691,0.1871
6334331,5.891,2.254,0.0086,0.3391
6334340,6.344,2.300,0.0657,0.3459
6334358,6.484,2.037,0.0833,0.3063
6334366,7.832,1.796,0.2531,0.2701
6334374,7.129,1.664,0.1646,0.2503
6334382,7.341,1.406,0.1913,0.2115
6334391,6.926,1.612,0.1390,0.2425
6334404,8.601,0.053,0.3501,0.0079
6334412,6.366,1.930,0.0685,0.2903
6334447,10.664,0.000,0.6099,0.0000
6334595,8.718,0.789,0.3648,0.1186
6334633,5.827,2.650,0.0006,0.3986
6334641,6.179,2.259,0.0449,0.3397
6334650,7.173,1.784,0.1701,0.2683
6334668,7.367,2.266,0.1946,0.3408
6334676,6.123,2.082,0.0379,0.3131
6334684,5.991,2.158,0.0212,0.3246
6334692,6.783,0.908,0.1210,0.1366
6334706,6.727,1.152,0.1139,0.1733
6334714,6.685,1.437,0.1086,0.2162
6335079,6.287,0.462,0.0585,0.0695
6335087,6.732,0.564,0.1146,0.0848
6335095,6.703,0.637,0.1109,0.0958
6335109,6.511,0.495,0.0868,0.0745
6335117,6.651,0.470,0.1044,0.0707
6335125,7.162,0.680,0.1688,0.1023
6335133,6.787,0.703,0.1215,0.1057
6335141,6.784,0.349,0.1211,0.0524
6335150,6.699,0.708,0.1104,0.1065
6335168,6.697,0.516,0.1102,0.0776
6335176,6.680,0.573,0.1080,0.0862
6335184,6.892,0.579,0.1347,0.0871
6335192,6.760,0.666,0.1181,0.1001
6335206,6.476,0.553,0.0823,0.0832
6335214,6.567,0.890,0.0938,0.1338
6335222,7.450,0.625,0.2050,0.0941
6335231,8.175,0.817,0.2964,0.1228
6335249,7.243,0.836,0.1790,0.1257
6335257,8.476,0.823,0.3343,0.1237
6335265,8.490,0.795,0.3360,0.1195
6335273,7.770,0.854,0.2453,0.1285
6335281,7.508,0.696,0.2123,0.1046
6335290,7.008,0.676,0.1494,0.1017
6335303,6.983,0.685,0.1462,0.1030
6335311,6.868,0.689,0.1318,0.1037
6335320,7.114,0.384,0.1626,0.0577
6335338,7.119,0.700,0.1633,0.1053
6335346,6.576,0.827,0.0949,0.1244
6335354,7.146,0.895,0.1667,0.1345
6335362,6.865,0.953,0.1313,0.1434
6335371,6.883,0.972,0.1336,0.1462
6335435,12.752,0.000,0.8730,0.0000
6335443,7.479,0.122,0.2086,0.0184
6335567,7.509,3.720,0.2124,0.5596
6335575,7.005,3.904,0.1489,0.5871
6335583,8.537,6.387,0.3419,0.9606
6335711,7.121,2.566,0.1636,0.3860
6335761,6.977,0.964,0.1454,0.1450
6335788,10.732,0.000,0.6185,0.0000
6335834,14.005,0.000,1.0000,0.0000
6335931,6.385,3.394,0.0709,0.5104
6335958,13.370,0.000,0.9508,0.0000
6335966,12.371,0.039,0.8249,0.0059
6335974,12.174,0.051,0.8001,0.0077
6335982,12.830,0.000,0.8827,0.0000
6335991,13.158,0.000,0.9241,0.0000
6336008,13.043,0.000,0.9096,0.0000
6336016,13.049,0.000,0.9103,0.0000
6336024,13.054,0.000,0.9109,0.0000
6336032,13.091,0.000,0.9156,0.0000
6336041,13.790,0.000,1.0000,0.0000
6336059,13.230,0.000,0.9331,0.0000
6336067,13.953,0.000,1.0000,0.0000
6336075,14.427,0.000,1.0000,0.0000
6336083,14.166,0.000,1.0000,0.0000
6336091,13.230,0.000,0.9331,0.0000
6336105,12.979,0.000,0.9015,0.0000
6336113,11.493,0.000,0.7144,0.0000
6336121,8.714,0.124,0.3643,0.0186
6336130,6.832,0.459,0.1272,0.0690
6336148,7.108,0.714,0.1619,0.1074
6336156,5.352,2.466,0.0000,0.3710
6336164,5.550,3.157,0.0000,0.4748
6336172,7.664,4.364,0.2319,0.6564
6336181,7.150,4.842,0.1672,0.7283
6336199,8.065,4.884,0.2825,0.7346
6336202,7.676,4.960,0.2335,0.7460
6336211,6.941,4.741,0.1409,0.7131
6336229,7.471,3.940,0.2076,0.5926
6336237,7.314,2.998,0.1879,0.4509
6336245,6.893,1.875,0.1349,0.2820
6336253,6.850,1.213,0.1295,0.1824
6336261,7.192,0.330,0.1725,0.0496
6336270,12.259,0.012,0.8108,0.0018
6336288,13.095,0.000,0.9162,0.0000
6336296,14.086,0.000,1.0000,0.0000
6336300,13.608,0.000,0.9808,0.0000
6336318,13.876,0.000,1.0000,0.0000
6336326,13.095,0.000,0.9161,0.0000
6336334,13.656,0.000,0.9868,0.0000
6336342,12.935,0.000,0.8959,0.0000
6336351,12.940,0.000,0.8966,0.0000
6336407,6.133,2.712,0.0391,0.4079
6336458,8.538,0.163,0.3421,0.0245
6336466,8.341,0.159,0.3173,0.0239
6336482,8.309,0.130,0.3132,0.0196
6336601,6.168,2.911,0.0435,0.4378
6336610,6.433,1.776,0.0769,0.2672
6336628,6.433,1.776,0.0769,0.2672
6336636,6.735,1.560,0.1150,0.2346
6336644,6.701,1.492,0.1107,0.2244
6336652,6.584,2.267,0.0959,0.3410
6336661,7.075,1.495,0.1578,0.2248
6336679,7.075,1.495,0.1578,0.2248
6336687,7.678,1.547,0.2338,0.2327
6336695,7.810,1.628,0.2504,0.2449
6336709,7.810,1.628,0.2504,0.2449
6336717,7.490,1.716,0.2101,0.2581
6336725,7.490,1.716,0.2101,0.2581
6336733,7.343,1.780,0.1915,0.2677
6336741,7.903,1.081,0.2621,0.1626
6336750,7.903,1.081,0.2621,0.1626
6336768,7.571,1.201,0.2203,0.1806
6336776,7.496,2.215,0.2108,0.3331
6336784,6.938,2.780,0.1405,0.4181
6336792,7.245,2.223,0.1792,0.3343
